iter	RMSE
0	0.7509518831
1	0.7105138449
2	0.6717544083
3	0.635611502
4	0.6020039465
5	0.5696377219
6	0.5385313433
7	0.50912458
8	0.4817338372
9	0.4556188186
10	0.4313805863
11	0.4078250414
12	0.3858472291
13	0.3649934457
14	0.3453595577
15	0.3267326932
16	0.3088935279
17	0.2921345061
18	0.2761855163
19	0.2611687021
20	0.2469109856
21	0.2337579953
22	0.2210258841
23	0.2089604845
24	0.1975538428
25	0.1867821997
26	0.1765874819
27	0.1669986274
28	0.1579367576
29	0.1494484863
30	0.14147276
31	0.1338309104
32	0.126582741
33	0.1196862621
34	0.1132256221
35	0.107190227
36	0.1013534154
37	0.09586053802
38	0.09076664722
39	0.08589075285
40	0.08128073124
41	0.0769014429
42	0.07273540731
43	0.06890674653
44	0.06524337292
45	0.06171627292
46	0.05845415522
47	0.05532483746
48	0.05234771654
49	0.04951264992
50	0.04689771779
51	0.04437575892
52	0.04199490708
53	0.03976932779
54	0.03769566185
55	0.03567907766
56	0.03378643764
57	0.03200271628
58	0.03029256429
59	0.02869590032
60	0.02721370934
61	0.02578677517
62	0.02444458183
63	0.02317603251
64	0.02196115407
65	0.02081618383
66	0.01974720215
67	0.01875410016
68	0.01780296028
69	0.0168984626
70	0.01604752332
71	0.01525102117
72	0.01450223365
73	0.01378698674
74	0.01311621107
75	0.01248425511
76	0.01189337496
77	0.01133074077
78	0.01080799965
79	0.01032482629
80	0.009851618487
81	0.009410196768
82	0.0090108686
83	0.008624025938
84	0.008253310022
85	0.007908576178
86	0.007589351487
87	0.007294443548
88	0.007016360039
89	0.006747100819
90	0.006498897185
91	0.006271217809
92	0.006061754608
93	0.005845174472
94	0.005657289758
95	0.005478472669
96	0.005307230483
97	0.005138504423
98	0.004991416609
99	0.004849782814
100	0.004716802875
101	0.004597221106
102	0.004471857923
103	0.004357662412
104	0.004250713604
105	0.004160595743
106	0.00407714357
107	0.003991002638
108	0.003915563109
109	0.00383870562
110	0.003767919405
111	0.003702106847
112	0.003638089415
113	0.003575928865
114	0.003515695136
115	0.003457739954
116	0.003410520737
117	0.003363079088
118	0.003315948667
119	0.003273765107
120	0.003227938464
121	0.0031884558
122	0.00315344266
123	0.003117347012
124	0.003082871219
125	0.003048152863
126	0.003015335207
127	0.00298474604
128	0.002953112213
129	0.002925035568
130	0.002895289808
131	0.002869024943
132	0.002837926554
133	0.002814683496
134	0.002794052813
135	0.002775168925
136	0.002760463529
137	0.002742674283
138	0.002718008552
139	0.002707344242
140	0.002690045523
141	0.002672340213
142	0.002651037575
143	0.002633617382
144	0.002609513353
145	0.002591953757
146	0.002571371376
147	0.002558107169
148	0.002550007678
149	0.002531712033
150	0.002509841985
151	0.002497014681
152	0.002481782477
153	0.002468260492
154	0.002460196319
155	0.002449836702
156	0.002437278802
157	0.00242935573
158	0.002414116765
159	0.00239867129
160	0.002384127865
161	0.002377517671
162	0.002368817725
163	0.002355040992
164	0.002343320066
165	0.002330320123
166	0.002324381709
167	0.002319040061
168	0.002307724415
169	0.002290725566
170	0.002283570159
171	0.002275899826
172	0.0022645941
173	0.002257728926
174	0.002252024971
175	0.002246444886
176	0.002236208604
177	0.002226057824
178	0.002214003063
179	0.002202837016
180	0.002190770972
181	0.002182606694
182	0.002171815687
183	0.00216106062
184	0.00215506823
185	0.002148005692
186	0.002137359097
187	0.00213146784
188	0.002123594913
189	0.002117958993
190	0.002111298119
191	0.002106076901
192	0.002101825863
193	0.00209308499
194	0.002087590259
195	0.002085136904
196	0.002081634669
197	0.002072672159
198	0.0020653892
199	0.002059828258
200	0.002053537098
201	0.002045045217
202	0.002038166473
203	0.002033721118
204	0.002024248438
205	0.002019379304
206	0.002015910877
207	0.002009623728
208	0.002005151666
209	0.001996825606
210	0.001988521295
211	0.001983316515
212	0.001975026928
213	0.001967655497
214	0.001963759682
215	0.001960399601
216	0.001950099102
217	0.001946867865
218	0.00193660605
219	0.001933741423
220	0.001926285108
221	0.001918766233
222	0.001916036367
223	0.001909164169
224	0.001906183167
225	0.001903946973
226	0.001901074031
227	0.001898302426
228	0.001896247882
229	0.001891243748
230	0.001880761788
231	0.001876940305
232	0.001871163959
233	0.001864214741
234	0.001857398732
235	0.001846823737
236	0.001844229579
237	0.00184019998
238	0.001835165408
239	0.001827595169
240	0.001819035607
241	0.001813980371
242	0.001811595226
243	0.001809291963
244	0.00180706717
245	0.00179559402
246	0.001790307905
247	0.001783074658
248	0.00178091566
249	0.001770449513
250	0.001768231589
251	0.001761004675
252	0.001758677436
253	0.001756563019
254	0.001750240143
255	0.001746326805
256	0.001738606716
257	0.001736576542
258	0.001734700253
259	0.00172995316
260	0.001722409071
261	0.001720598037
262	0.001718539081
263	0.001714086161
264	0.001709583182
265	0.00170785631
266	0.00170232921
267	0.001697339358
268	0.001692857431
269	0.001688255202
270	0.001684079411
271	0.001681546966
272	0.001677059278
273	0.001674871961
274	0.001672815597
275	0.001666011478
276	0.001661908145
277	0.001660245733
278	0.001656245401
279	0.001654341722
280	0.001644944474
281	0.001640283385
282	0.001636777024
283	0.001633539738
284	0.001626596709
285	0.001625250907
286	0.001619802533
287	0.00161099193
288	0.001606845756
289	0.001603431758
290	0.001598451603
291	0.001591739621
292	0.00158705031
293	0.00158217619
294	0.001577292085
295	0.001575756789
296	0.001574915012
297	0.001567010422
298	0.001560917086
299	0.001555409405
300	0.001549509551
301	0.001548187538
302	0.001540942514
303	0.001537582599
304	0.001529083813
305	0.001522164687
306	0.00151927812
307	0.001518151115
308	0.001512440092
309	0.00150760825
310	0.001506725245
311	0.001501228295
312	0.001497731457
313	0.001492213988
314	0.001489470864
315	0.001482995852
316	0.001478753771
317	0.001471029212
318	0.001467109272
319	0.001466143104
320	0.001464518609
321	0.001460108605
322	0.001454111246
323	0.001451644744
324	0.001445409868
325	0.00144217106
326	0.001441410948
327	0.001436506933
328	0.001432042046
329	0.001429791027
330	0.001423127965
331	0.001416046039
332	0.001412113948
333	0.00140546109
334	0.001399846336
335	0.001396462932
336	0.001395806128
337	0.001392680848
338	0.001388576987
339	0.001387496301
340	0.001383705546
341	0.001379013026
342	0.001373416009
343	0.001372697725
344	0.00136961341
345	0.001362979826
346	0.001359705023
347	0.001356522335
348	0.00135206165
349	0.001351385024
350	0.001348550252
351	0.001345839264
352	0.001339718961
353	0.001333938006
354	0.001329069922
355	0.001324433505
356	0.001318979127
357	0.0013183027
358	0.001314356477
359	0.001310951308
360	0.001305786396
361	0.001301680302
362	0.001301153519
363	0.001300496884
364	0.001295442773
365	0.001292027934
366	0.001287619478
367	0.00128420841
368	0.001280975009
369	0.001278055274
370	0.001274107659
371	0.001273604413
372	0.001268670639
373	0.001266733541
374	0.001263327165
375	0.001261720224
376	0.001261205591
377	0.001257047199
378	0.001252553738
379	0.001248795599
380	0.001244288947
381	0.001240412886
382	0.001237088194
383	0.001234021826
384	0.0012280245
385	0.001223008426
386	0.00122017398
387	0.001215701858
388	0.001211601364
389	0.001207343109
390	0.001204717134
391	0.001202905379
392	0.001199625208
393	0.001195858358
394	0.001195191888
395	0.001191785292
396	0.001188422352
397	0.001186361775
398	0.001184411845
399	0.001182506564
400	0.001179472356
401	0.00117611238
402	0.001173725993
403	0.001170353499
404	0.001169630152
405	0.001165558812
406	0.001161423206
407	0.001158496458
408	0.001154607808
409	0.00115279821
410	0.0011523834
411	0.001149774409
412	0.001146050483
413	0.00114542348
414	0.001143025984
415	0.001141784564
416	0.001138893889
417	0.001136313471
418	0.00113427455
419	0.00113385505
420	0.001130890011
421	0.001130310603
422	0.001128565377
423	0.001125499542
424	0.001122345805
425	0.001118973387
426	0.001116971793
427	0.001113854325
428	0.001110455896
429	0.001107288105
430	0.001106940714
431	0.001104841183
432	0.001101984637
433	0.001097508254
434	0.001094442996
435	0.001090824582
436	0.0010884109
437	0.001086413638
438	0.001082346767
439	0.001079262795
440	0.00107484346
441	0.001071695254
442	0.001068856261
443	0.001066104264
444	0.00106557112
445	0.001063275656
446	0.001060054931
447	0.001056165621
448	0.001053193045
449	0.001051379782
450	0.001049876409
451	0.001046725578
452	0.001044821833
453	0.001043411416
454	0.001040288218
455	0.001038572468
456	0.001035757215
457	0.001035095948
458	0.001034563254
459	0.001031993333
460	0.001029392299
461	0.001025822109
462	0.001023415407
463	0.001021215653
464	0.001018962943
465	0.001016553884
466	0.001015265687
467	0.001012440288
468	0.001009866917
469	0.001007751116
470	0.001006875033
471	0.001003639598
472	0.001002807639
473	0.001000991924
474	0.0009972188458
475	0.000994623789
476	0.0009941611956
477	0.0009937127785
478	0.0009914344844
479	0.0009902832758
480	0.0009887117385
481	0.0009871020127
482	0.0009848694667
483	0.000984485372
484	0.0009817182337
485	0.000979468257
486	0.0009763633344
487	0.0009739347062
488	0.0009712393603
489	0.0009696133032
490	0.0009680672067
491	0.0009673271667
492	0.0009648958827
493	0.0009619265647
494	0.0009602356656
495	0.0009596694493
496	0.000957750213
497	0.0009563204839
498	0.0009539327684
499	0.0009524985109
500	0.0009508540583
501	0.0009471702393
502	0.0009451587881
503	0.0009432942265
504	0.000941006691
505	0.0009391676467
506	0.0009379943739
507	0.0009358244499
508	0.0009348549183
509	0.0009330939989
510	0.0009315453678
511	0.0009295970525
512	0.0009274501265
513	0.0009257021282
514	0.0009253521394
515	0.000924363572
516	0.0009235657841
517	0.0009218691194
518	0.0009193472966
519	0.0009161820274
520	0.0009145721497
521	0.0009129786928
522	0.0009114666904
523	0.0009078289829
524	0.0009056702316
525	0.0009042651089
526	0.000901441567
527	0.0008984958368
528	0.0008971890737
529	0.0008965375553
530	0.0008936542993
531	0.0008933168877
532	0.0008919604367
533	0.0008893186235
534	0.0008880388857
535	0.0008868895443
536	0.0008845485204
537	0.0008831506067
538	0.0008810334804
539	0.0008798875904
540	0.000878601387
541	0.0008773584952
542	0.0008760961792
543	0.0008741190797
544	0.000873527211
545	0.0008714143585
546	0.0008701818366
547	0.0008682370172
548	0.0008644768256
549	0.0008622198164
550	0.0008615534688
551	0.0008602535983
552	0.000857985563
553	0.0008570014961
554	0.000854670027
555	0.0008535019824
556	0.0008519038268
557	0.0008510095403
558	0.0008484730706
559	0.0008472886891
560	0.0008463543769
561	0.0008457527585
562	0.0008437350513
563	0.0008411515809
564	0.0008405950952
565	0.0008386400397
566	0.0008378856964
567	0.0008373021196
568	0.0008361309624
569	0.0008337742728
570	0.0008315578184
571	0.0008301407809
572	0.0008276126861
573	0.000826529311
574	0.0008256974634
575	0.0008246304427
576	0.0008239492931
577	0.0008226539021
578	0.0008214869007
579	0.0008205689574
580	0.0008189523433
581	0.0008172626139
582	0.0008165652608
583	0.0008158342305
584	0.0008140470275
585	0.0008130053562
586	0.0008108532082
587	0.0008099457123
588	0.0008086086892
589	0.0008073063225
590	0.0008068211162
591	0.0008057772423
592	0.0008055443054
593	0.0008036434265
594	0.0008021164139
595	0.0008003686997
596	0.0007993742017
597	0.0007981584042
598	0.0007974468801
599	0.0007964264498
600	0.0007955469591
601	0.0007952213191
602	0.0007937608255
603	0.0007933400362
604	0.0007911043274
605	0.000790666948
606	0.0007893062382
607	0.0007877559921
608	0.0007865128699
609	0.000785910545
610	0.0007832104431
611	0.0007816373474
612	0.0007799800023
613	0.0007794608959
614	0.0007788780161
615	0.0007780963398
616	0.0007762388324
617	0.0007756917732
618	0.0007747517272
619	0.0007727008092
620	0.0007720953994
621	0.0007714012261
622	0.0007696155091
623	0.0007685118087
624	0.0007681258444
625	0.000766394737
626	0.0007646014123
627	0.0007630902679
628	0.0007623619682
629	0.0007617434282
630	0.0007604619244
631	0.0007582092625
632	0.0007576163163
633	0.0007561957145
634	0.0007548032061
635	0.0007541475775
636	0.0007528560477
637	0.0007516534741
638	0.0007511740534
639	0.0007505723317
640	0.000749386142
641	0.0007491278774
642	0.0007485158276
643	0.000747961162
644	0.0007476048586
645	0.000745927183
646	0.0007454151696
647	0.0007449481219
648	0.0007430986928
649	0.0007415025051
650	0.0007408576856
651	0.0007405024403
652	0.0007401089532
653	0.0007396657461
654	0.0007393337966
655	0.0007375409892
656	0.0007368198806
657	0.000735759812
658	0.0007346204953
659	0.0007339346198
660	0.0007328080343
661	0.0007319275787
662	0.0007313644769
663	0.0007308032937
664	0.0007302671893
665	0.0007295422681
666	0.0007284125573
667	0.0007280426258
668	0.0007272866953
669	0.0007263419093
670	0.0007259086304
671	0.0007247237773
672	0.0007230916004
673	0.0007226793373
674	0.0007215073856
675	0.000719805604
676	0.0007179827476
677	0.0007172707322
678	0.000716517603
679	0.0007160500626
680	0.0007155776592
681	0.0007150759175
682	0.0007141480334
683	0.0007137020643
684	0.0007122206105
685	0.0007106187661
686	0.0007095595344
687	0.0007081297977
688	0.0007077582638
689	0.0007073722804
690	0.0007067071195
691	0.00070576544
692	0.0007045169742
693	0.0007037949581
694	0.000702189047
695	0.0007016724977
696	0.0007013572844
697	0.0007000190416
698	0.0006993538465
699	0.0006991283942
700	0.0006985183457
701	0.0006977463959
702	0.0006968150887
703	0.0006957322467
704	0.0006951810434
705	0.0006944960318
706	0.0006938447094
707	0.0006927490126
708	0.0006921566558
709	0.000691343573
710	0.0006898618388
711	0.0006884786291
712	0.0006874108263
713	0.0006860995161
714	0.0006844352107
715	0.000683510571
716	0.0006831298608
717	0.0006820360525
718	0.0006816112651
